Cena;Data dodania;Lokalizacja;Na sprzedaż przez;Rodzaj nieruchomości;Liczba pokoi;Liczba łazienek;Wielkość (m2);opis;Parking
660000;22/04/2020;Bielany, Warszawa;Agencja;Dom;4 pokoje;;96;"Młociny - Bielany 
Funkcjonalny dom z zabudowie szeregowej na kameralnym zamkniętym osiedlu z roku 2005. 
Powierzchnia domu 96 m2, rozkład: 
Parter: 
- salon z aneksem kuchennym, wyjściem do małego ogródka 
- toaleta 
Piętro: 
- 3 sypialnie, łazienka 
 
Dom w dobrym stanie, okna PCV, na podłogach panele. W domu pozostają 3 szafy wnękowe, zabudowa kuchni i łazienek 
 Czynsz osiedlowy wynosi 500 zł . 
Media: gaz prąd, woda, szambo. 
 Do każdego lokalu/seg, 2 miejsca parkingowe na terenie 
 
Ciche i spokojne osiedle jest idealne dla rodziny z dziećmi (ogródek, jest świetnym miejscem dla dziecięcych zabaw lub grilla z rodziną) a na terenie osiedla jest dodatkowy plac zabaw dla dzieci. 
 ZAPRASZAM 
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-156267-1Lokalizacja: Mazowieckie, Warszawa, Bielany...Oferta opublikowana przez program Trimo";
1590000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;3 pokoje;;57;"BUDYNEK Z 1974 ROKU - III z IV (bez windy)

Mieszkanie składa się z:
- 3 niezależnych pokoi
- osobnej widnej kuchni
- przedpokoju
- łazienki z oknem
- osobnego WC
- balkonu/loggi

Okna kuchni i jednego pokoju skierowane na wschód. 
Okna z salonu i drugiego pokoju skierowane na zachód. 
Okno w łazience skierowane na północ.
Mieszkanie jest po remoncie. 
Wymaga wykończenia tzn mebli i sprzętów do kuchni, armatury w łazience, oświetlenia.
Do mieszkania przynależy piwnica.

Mieszkanie spółdzielcze własnościowe
z możliwością złożenia Księgi Wieczystej.

Czynsz z funduszem remontowym ok. 540 PLN/osobę. 



Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.Numer oferty w biurze: 216940126Lokalizacja: Mazowieckie, Warszawa, Mokotów...Oferta opublikowana przez program Trimo";
345000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;6 lub więcej pokoi;;568;"Dom wolnostojący o pow. 568 m2 na działce 910 m2 na Białołęce w okolicy Białołęcka/Juranda ze Spychowa. 
Sprzedaż (lub wynajem z prawem podnajmu - ok. 20 000zł/m-c) - ceny do negocjacji. 
12 km od PKiN. 
Cichy i zielony zakątek Warszawy. Może być wykorzystany w wielu aranżacjach, np. jako 1,2 lub trzy mieszkania i biuro albo 2 mieszkania i biuro itd. 
3 niezależne liczniki na energię elektryczną i gaz, system alarmowy z wersją antynapadową, centralny odkurzacz, woda i kanalizacja miejska i własna (własne ujecie wody ze studni - ok. 36 m). Wszystkie podłogi w pokojach - mozaika dębowa pałacowa, pozostałe pomieszczenia i ciągi komunikacyjne - hole ,łapacze i schody marmurowe. 
Całość dokumentacji zdjęciowej z etapów budowy i zrealizowane projekty. 
W domu:: 
- w podpiwniczeniu: 
garaż na 2 lub 3 samochody, pralnia, kotłownia, sala rekreacyjna - ok. 50 m2, dwa pomieszczenia specjalne z szyfrowymi drzwiami i pom. biurowe, łazienka, sauna, pomieszczenie z centralnym odkurzaczem i na awayryjne zasilanie agregat 
- na parterze i piętrze: 
10 pokoi w tym dwa saloniki z miejscem na podłączenie kominków na spalanie drewna, 2 sypialnie z własnymi łazienkami,w sumie 7 łazienek - wszystkie tylko z naturalnej ceramiki. 3 pomieszczenia kuchenne z wyprowadzonymi podłączeniami wody i gazu. Pokrycie dachu - ceramiczna dachówka karpiówka z odprowadzeniem wody z opadów. 
 Śmietnik w narożniku działki, mały budyneczek gospodarczy w innym narożniku. 
 
 
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-156242-51Lokalizacja: Mazowieckie, Warszawa, Białołęka...Oferta opublikowana przez program Trimo";
615000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;2 pokoje;;35;"Na sprzedaż mieszkanie dwupokojowe na osiedlu Bemowo. 

Powierzchnia 35 m.kw - 8 piętro z windą w budynku z 1989 roku. 
Mieszkanie do lekkiego odświeżenia. 

Mieszkanie spółdzielcze, własnościowe. 

W okolicy centra handlowe, apteki, szkoły, przedszkola, dobrze zorganizowana komunikacja miejska. 

Bardzo dobra lokalizacja.

/`Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.`/Numer oferty w biurze: 206950126Lokalizacja: Mazowieckie, Warszawa, Bemowo...Oferta opublikowana przez program Trimo";
3200000;22/04/2020;Wawer, Warszawa;Agencja;Dom;3 pokoje;;124;"Dom w zabudowie bliźniaczej 3-pokojowy o powierzchni 124 m2 na działce 270 m2 w Warszawie Wawer w pobliżu ulicy Przewodowej. 
 
Parter to salon (zainstalowany jest piec - koza sprowadzana z Francji, na podłodze panele) z wejściem do garażu, jadalnia, otwarta kuchnia (wyspa kuchenna z granitowym blatem, pralka, suszarka, zmywarka, lodówka, piekarnik, mikrofala, płyta indukcyjna, okap pod blatowy wysuwany elektrycznie), WC, kotłownia, garaż (ogrzewany). 
Piętro to 2-sypialnie, łazienka z ponad wymiarowym prysznicem i ogrzewaną podłogą, garderoba z oknem w tym pomieszczenie monitoringu, otwarty hall/antresola z widokiem na salon, szklane balustrady na piętrze. 
 
 
Wykończenie: 
Gładzie na sufitach i ścianach, szklane barierki w oknach. Schody z trepami gotowe do użytku-olejowane,w garażu zlewozmywak ze stali nierdzewnej, ogrodzenie metalowe z podmurówką z bloczków, ogródek z zaaranżowaną zielenią i oświetleniem, kostka brukowa „Oland” z altaną śmietnikową, trawnik. 
 
Instalacje: 
Instalacja gazowa ( kocioł c.o., z zasobnikiem wody, ogrzewanie podłogowe + grzejniki). 
instalacja elektryczna (gniazdka, gniazda RTV, Internet, przełączniki, pełne 
oświetlenie zewnętrzne, monitoring, alarm, wideo domofon. Drzwi wejściowe 
otwierane elektro-zamkiem. 
 
Zapraszam do kupna.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155801-6Lokalizacja: Mazowieckie, Warszawa, Wawer...Oferta opublikowana przez program Trimo";
994000;22/04/2020;Praga Południe, Warszawa;Agencja;Mieszkanie;5 pokoi;;98;"Sprzedam mieszkanie - 98m2. Dogodna lokalizacja w Warszawie!
wyjątkowe mieszkanie z dużymi możliwościami aranżacyjnymi, funkcjonalny rozkład
mieszkania. Mieszkanie znajduje się na II piętrze w budynku czterokondygnacyjnym w dzielnicy Praga Południe, przy
ulicy Mikołajczaka.
Rok budowy 1990-1992.
Materiał: Cegła.
W skład mieszkania
wchodzą:
- 5 pokoi
- kuchnia
- Łazienka
- korytarz
- przynależna piwnica
16m2
- balkon .
Mieszkanie odnowione.
Gotowe do zamieszkania od zaraz.
Podstawowe zalety:
słoneczne, ciche, przestronne.
W bliskiej okolicy
sklepy, szkoły, przedszkola, poczta, kawiarnie, restauracje, punkty usługowe.
Dzielnica Praga
Południe cieszy się ogromnym zainteresowaniem także dzięki swojej dogodnej
lokalizacji, która charakteryzuje się niewielką odległością od centrum
Warszawy, jak i licznymi połączeniami komunikacji miejskiej.
Restauracje i
kawiarnie, malownicze, pełne zieleni uliczki i ogródki prywatne nadają
niepowtarzalny charakter, którego nie ma żadna inna część Warszawy.
Największą zaletą Pragi
- Południe jest spokój, bezpieczeństwo oraz liczne tereny zielone.Dzielnica
może pochwalić się przepięknym parkiem Skaryszewskim z Jeziorkiem
Kamionkowskim, oraz niezliczoną ilością ogródków działkowych.

Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.Numer oferty w biurze: 167080126Lokalizacja: Mazowieckie, Warszawa, Praga Południe, Mikołajczyka...Oferta opublikowana przez program Trimo";
520000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;412;"Na sprzedaż dom 6-pokojowy w zabudowie bliźniaczej o powierzchni 305 m2 z działką o pow. 350 m2 na Wilanowie. 
 
 Gdzie? 

 Wilanów - Powsinek, nowoczesny bliźniak, 6 pokoi, 3 łazienki, 305 m pow. użytkowej (412 m pow. całkowitej). 

 Dla kogo? 

 Dla lubiących nowoczesność w uniwersalnej formie, ceniących naturalne drewno i kamień. Dla mniejszej lub większej rodziny, lubiącej ciszę, aktywne życie i odrobinę prywatności. 

 Zalety 

 Idealny rozkład - parter - część ogólna, I piętro - część prywatna z 3 sypialniami, III piętro - piękne, nastrojowe poddasze - miejsce wypoczynku i relaksu. Wygodny taras, roślinność chroniąca przed słońcem. 

 Rozkład 

 Parter: 

 
 Oddzielna kuchnia (15 m2) z zabudową (sprzęt AGD marki Electrolux AEG: zmywarka, okap, płyta i piekarnik), na podłodze i ścianach kremowy gres 60 x 60, żaluzje drewniane 
 Przestronny hol, 2 pojemne szafy wnękowe, toaleta (4,5 m2) 
 Salon (46 m2) z kominkiem i wyjściem na duży taras. System zabudowanych, ukrytych szaf pokrytych jasnym naturalnym fornirem. Na podłodze drewno egzotyczne merbau olejowany, system nagłośnienia kina domowego, ogromne okno z szerokim dębowym parapetem i drzwi tarasowe. W oknach jasne drewniane żaluzje. 
 

 I piętro: 

 
 3 sypialnie (18 m2, 18 m2, i 18,5 m2), jedna z garderobą (6 m2) z pełną zabudową, w oknach drewniane żaluzje 
 2 łazienki (8 m2 i 7 m2) - jedna z wanną narożną z hydromasażem, druga z kabiną prysznicową, obie z oknami 
 Podłogi: panele drewniane, egzotyczny merbau 
 

 Poddasze użytkowe: 

 
 2 pomieszczenia (46 m2) - pierwsze to część biurowo-wypoczynkowa z zabudowaną wnęką tworzącą bibliotekę, drugie obecnie jest zaaranżowane jako duża garderoba (system szaf) i siłownia). Możliwość otrzymania jednej powierzchni poprzez usunięcie ściany wewnętrznej. 
 

 Dodatkowe informacje 

 Materiał: cegła, ściany trójwarstwowe, dach spadowy, okna PCV w okleinie drewnopodobnej, drzwi antywłamaniowe. Na parterze 2 rolety antywłamaniowe, system alarmowy. 

 Dom podpiwniczony: garaż z dwoma miejscami postojowymi, pralnia z zabudową i pomieszczenie gospodarcze. 

 Woda miejska, ogrzewanie gazowe (piec DeDietrich). 

 Dom w wysokim standardzie wykończenia, wyposażony we wszystkie niezbędne sprzęty, gotowy do zamieszkania. Okna wychodzą na wschód - południowy zachód. Rok budowy: 2005. 

 W okolicy 

 Dom znajduje się w cichej części Wilanowa, w otoczeniu zabudowy jednorodzinnej - 10 minut spacerem od parku i Pałacu w Wilanowie, 800 m do centrum Royal Wilanów, 400 m do Jeziorka Powsinkowskiego. Obok szkoła podstawowa, prywatne przedszkola i żłobki. 
 
Zapraszam do kontaktu. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-153031-17Lokalizacja: Mazowieckie, Warszawa, Wilanów...Oferta opublikowana przez program Trimo";
1690000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;237;"Segment skrajny 6-pokojowy o powierzchni 237 m2 na działce 500 m2 z 2009 r. w Wawrze w pobliżu ulicy Promykowej. 
 
 Parter to salon z kominkiem z płaszczem wodny, wydzieloną jadalnią oraz otwartą kuchnią. Na parterze jest WC i łazienka z prysznicem dla gości. Garaż został przerobiony na biuro, z możliwością powrotu do stanu pierwotnego. Przy garażu jest pomieszczenie gospodarcze. 
 
 Piętro są to 4-sypialnie w tym jedna z nich z balkonem i łazienka z wanną. 
 
 Strych otwarta przestrzeń około 45 m2 
 
 Media i funkcje domu: 
 - ogrzewanie i gaz miejski 
 - woda miejska 
 - piec dwu-funkcyjny 
 - ogrzewanie podłogowe 
 - brama wjazdowa na pilota 
 
 Ogród: 
 - wyremontowany taras południowo-zachodni 
 - systemem nawadniania trawnika 
 - system kropelkowy do podlewania drzewek 
 
 Lokalizacja: 
 - w promieniu 0,5-1 km liczne przystanki autobusowe 
 w promieniu 1,5 km do hotelu Double Tree by Hilton Warsaw, 
 - do stacji PKP 2,5 km 
 - dojazd do centrum Warszawy około 20 minut 
 
 Zapraszam do kupna 
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155935-9Lokalizacja: Mazowieckie, Warszawa, Wawer...Oferta opublikowana przez program Trimo";
4500000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;480;"Dom wolnostojący 6-pokojowy o powierzchni użytkowej 328 m2 z 2005 roku na działce 1215 m2 w Warszawie/Wawer w pobliżu ulicy Zwoleńskiej. 
 
 Atutami nieruchomości są: 
- Wykonanie i wykończenie. 
 - Rozmieszczenie pomieszczeń. 
 - Ogód. 
 - Dom po remoncie z 2019 r. 

 
 

 
 

 Nieruchomość składa się z salonu ( wysokość 6m ), antresoli , aneksu kuchennego, spiżarnii, 5-sypialni, garderoby, 2-łazienkek, WC, kotłowni z pralnią oraz 2- stanowiskowego garażu. 
 
 
 Media: Ogrzewanie gazowe, prąd, woda miejska, kanalizacja miejska. 

 
 

 Ogód: 

 Teren wokół domu jest zagospodarowany. Pięknie zaaranżowany ogród oraz duży taras o powierzchni 36 m2 od strony południowo - zachodniej. 
 
 Lokalizacja: 
 - w odległości 500 m do przystanku autobusowego linii 119, 147, 125, 525, N 25. 4000 m do SKM Międzylesie. 
 - W promieniu 500 m sklepy spożywcze, szkoła, punkty usługowo-handlowe. 
 
 Zapraszam do kupna. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155868Lokalizacja: Mazowieckie, Warszawa, Wawer...Oferta opublikowana przez program Trimo";
775000;22/04/2020;Ursynów, Warszawa;Agencja;Dom;4 pokoje;;178;"Dom wolno stojący o powierzchni całkowitej 178 m2, 4-pokojowy, wybudowany 2019 r., położony na działce 521 m2, zlokalizowanej na Ursynowie, w rejonie ul. Baletowej. 

 Stan deweloperski 

 PARTER: salon (27,9 m2, z salonu wyjście na taras i do ogrodu) otwarty na górną kondygnację (wys. 6 m), połączony z kuchnią i jadalnią (24 m2), toaleta (2,0), pomieszczenie gospodarcze (3,6 m2), hol (4,6 m2), komunikacja (14,8 m2), garaż (21,8 m2). 

 PODDASZE UŻYTKOWE: 3 sypialnie (17,38 m2, 15,51 m2, 13,61 m2), największa sypialnia z własną łazienką (7 m2) i z antresolą (10,45 m2), druga łazienka (5,78 m2), komunikacja (9,68 m2). 

 Ściany murowane z pustaków ceramicznych Porotherm z ociepleniem styropianem 15 cm. 
Okna z najnowszej generacji profili aluminiowych szklone trzyszybowymi pakietami. 
na parterze antywłamaniowe. Wszystkie szyby z filtrem ograniczającym widoczność do wnętrza domu. 

 Dom wyposażony w instalację alarmową z monitoringiem. 

 Brama garażowa Horman z otwieraniem elektrycznym na pilota. Piec gazowy, Grzejniki klasyczne, w sypialniach, kuchni.oraz pokoju dziennym podłogowe, co ułatwia aranżację wnętrz. Przewidziane miejsca na szafy wnękowe. 

 Dom położony w spokojnej zielonej okolicy. Okoliczna zabudowa domy jednorodzinne i bliźniacze. 

 W pobliżu park z jeziorem Zgorzała (250 m). Szkoła podstawowa, liceum, przedszkola ok. 1 km. Poczta 1,3 km. Liczne sklepy przy. ul. Puławskiej 1,0 do 2,5 km. Do centrum Warszawy ok. 13 km ulicą Puławską. Do trasy S 8 ok,. 1,5 km. Przystanek autobusowy 300 m. 

 Dom wykonany wg planów pracowni Domy z Wizją projekt Dom z Charakterem 2 (z małymi zmianami) 

 Załączone zdjęcia wnętrz są wizualizacją. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-156229-3Lokalizacja: Mazowieckie, Warszawa, Ursynów...Oferta opublikowana przez program Trimo";
420000;22/04/2020;Bemowo, Warszawa;Agencja;Mieszkanie;3 pokoje;;66;"Na sprzedaż 3 pokojowe, rozkładowe mieszkanie w dzielnicy Bemowo. Mieszkanie położone jest na 10 piętrze 10 piętrowego budynku w bardzo dobrej lokalizacji pod inwestycje jak i dla rodziny.

Ogromnym atutem nieruchomości jest fakt, iż położona jest w idealnym miejscu komunikacyjnym, a w bardzo bliskiej odległości od budynku powstaje stacja metra. 
Mieszkanie jest do remontu a tym samym do własnej aranżacji. 
Stan prawny nieruchomości to własnościowe z KW (Lokal Stanowiący Odrębną Własność).
W skład mieszkania wchodzą i przynależą:

3 pokoje
kuchnia
łazienka
WC
przedpokuj
balkon
pomieszczenie gospodarcze (1,39 m2)

/`Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.`/Numer oferty w biurze: 208330126Lokalizacja: Mazowieckie, Warszawa, Bemowo, Łagowska...Oferta opublikowana przez program Trimo";
2760000;22/04/2020;Wawer, Warszawa;Agencja;Dom;6 lub więcej pokoi;;500;"Na sprzedaż dom wolnostojący o powierzchni 500 m2 z działką o pow. 1260 m2 w Aninie w rejonie ulic: Kajki, Wydawnicza. 
Przedwojenna willa po rozbudowie, stan deweloperski. 
Budynek jest podpiwniczony. W piwnicy znajdują się pomieszczenia z przeznaczeniem na kotłownię i pralnię oraz przechowywanie wszystkiego czego nie używamy w domu na co dzień. 
Pozostaje spora powierzchnia do swobodnej aranżacji, np. na piwniczkę na wina lub stół bilardowy. 
Na parterze znajduje się przestronny wiatrołap, łazienka, pokój (gabinet lub dodatkowy pokój dla gości), kuchnia połączona ze spiżarnią i jadalnią. Przestronny salon z wyjściem na częściowo zadaszony taras. Dodatkowe przestronne pomieszczenie sąsiadujące z garażem, zaprojektowane z myślą o siłowni i saunie. Wysokość pomieszczeń 3,6 m. 
Na piętrze znajdują się 4 sypialnie, trzy z nich mają garderoby. Jedna z sypialni ma własną łazienkę z wejściem z sypialni. Trzy pozostałe sypialnie korzystają ze wspólnej łazienki z wejściem z przestronnego holu. Z holu wyjście na taras. 
Do domu przylega przestronny garaż na dwa auta. 
W całym domu, łącznie z piwnicami i garażem jest ogrzewanie wodne podłogowe. 
Teren przed budynkiem zdobi starodrzew. 
 
Zapraszam do kontaktu. 
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-156248Lokalizacja: Mazowieckie, Warszawa, Wawer, Anin...Oferta opublikowana przez program Trimo";
630000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;3 pokoje;;73;"MIESZKANIE NA SPRZEDAŻ

Trzypokojowe, w pełni wykończone i umeblowane w wysokim standardzie mieszkanie na bliskiej Woli. 
Praktycznie centrum stolicy, obok Arkadia (7 min). Doskonały punkt komunikacyjny. Całe mieszkanie oraz kuchnia w pełni umeblowana i wyposażona w sprzęt AGD (zmywarka, piekarnik, lodówka, pralka). Wysoka jakość materiałów wykończeniowych. Obiekt strzeżony i monitorowany. 
Ogromnym atutem jest bardzo duży, wewnętrzny i zielony dziedziniec z placem zabaw na końcu i dużymi trawnikami, z których mieszkańcy często korzystają do rekreacji (pkinik, gra w piłkę, itp).

w)

Garaż przy sprzedaży płatny dodatkowo 39 000zł (opcjonalnie) oraz komórka lokatorska 14000zł (opcjonalnie - jednak komórka może być sprzedana jedynie z garażem, gdyż jest obok). Przy wynajmie garaż dodatkowo płatny 270zł miesięcznie, a komórka do garażu gratis!



WOLNE OD 1 SIERPNIA 2019 (może 1 lipca 2019, ale to zależy od naszego nowego mieszkania)

1. Rewelacyjna lokalizacja 3km od Placu Bankowego.
2. 7min do Arkadii lub Wola Park-u
3. Wysoka jakość wykończenia.
4. Wielki 13,5m2 taras.
5. Portiernia.
6. Klimatyzacja
7. Obok przystanek tramwajowy a do końca roku metro przy Górczewskiej (10min spacerem)
8. Duży, wewnętrzny i zielony dziedziniec do rekreacji mieszkańców
9. Idealnie wykorzystana część komunikacyjna w mieszkaniu, dzięki czemu te metry nie są `utracone` (bezpośrednie wejście do salony z kuchnią).
10. Na piętrze tylko 1 sąsiad!

powierzchnia mieszkania: 73m2 + 13,5m2 tarasu
1-wsze piętro z windą oczywiście od strony zachodu (salon z kuchnią od ulicy Radziwie - wewnętrzna osiedlowa uliczka) i wschodu (sypialnie od patio) 
wysokość czynszu za lokal: 763zł już z zaliczkami na wodę i ogrzewanie i nie dopłacamy do tego
lokal hipoteczny - pełna własność

/`Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.`/Numer oferty w biurze: 189730126Lokalizacja: Mazowieckie, Warszawa, Wola, Banderii...Oferta opublikowana przez program Trimo";
1690000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;203;"Dom wolno stojący o powierzchni całkowitej 241 m2, na działce 1600 m2, 5-pokojowy, wybudowany w 2006 r., zlokalizowanej w otulinie Mazowieckiego Parku Krajobrazowego, na terenie gminy Wawer, w Aleksandrowie. 

 PARTER: pokój dzienny z wyjściem do ogródka, kuchnia z jadalnią, gabinet, łazienka, hol, kotłownia garaż na dwa samochody (38 m2). 

 PIĘTRO: trzy sypialnie, łazienka, pralnia, balkon, komunikacja. 
 
 W sąsiedztwie domy jednorodzinne, las, stadnina koni. 
Atrakcyjna lokalizacja ze względu na powstające w pobliskiej Góraszce centrum handlowego oraz południowej obwodnicy Warszawy. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155744Lokalizacja: Mazowieckie, Warszawa, Wawer...Oferta opublikowana przez program Trimo";
965000;22/04/2020;Wola, Warszawa;Agencja;Mieszkanie;5 pokoi;;85;"MIESZKANIE NA SPRZEDAŻ

Pięciopokojowe mieszkanie po generalnym remoncie o powierzchni 85 m2 położone przy granicy Śródmieścia i Woli. Mieszkanie w samym sercu miasta, doskonale skomunikowane, z widokiem na nowoczesne wieżowce Warszawy. Mieszkanie ze świetnym potencjałem inwestycyjnym m.in. z uwagi na bliskość Ronda ONZ oraz Ronda Daszyńskiego gdzie powstaje nowe centrum biznesowe stolicy z najnowocześniejszymi budynkami biurowymi w Europie. Świetne mieszkanie zarówno dla osoby prywatnej jak i dla inwestora. Mieszkanie zostało zaprojektowane oraz urządzone pod inwestycje najmu średnioterminowego ( 6-12 m-cy ). Mieszkanie może zostać przekazane z lokatorami. Podczas spotkania przekażemy informacje na temat czynszów jakie są pobierane od lokatorów oraz wszystkie niezbędne informacje.

Możliwość powierzenia mieszkania sprawdzonej firmie zajmującej się najmem średnioterminowym.

Urządzone w eleganckim, nowoczesnym stylu a jednocześnie wyjątkowo przytulne, jasne i słoneczne. Widok z okien na patio i nowoczesne wieżowce. Klimatyczny balkon.

 

W skład mieszkania wchodzą: 5 pokoi ( każdy posiada biurko, fotel, łóżko/kanapę oraz szafę ), przedpokój, kuchnia ( nowoczesne meble kuchenne, wysokiej jakości sprzęt AGD: płyta grzewcza, okap, lodówka, zamrażarka, zmywarka, pralka, na podłodze gres ), 2 łazienki ( wysokiej jakości armatura łazienkowa, na podłodze gres ) oraz schowek.

 

KOMUNIKACJA: Mieszkanie świetnie skomunikowane, kilka minut pieszo do stacji Metra RONDO ONZ oraz Metra RONDO DASZYŃSKIEGO.

 
W okolicy liczne sklepy, kawiarnie, piekarnie i restauracje, Hala Mirowska, Muzeum Powstania Warszawskiego. Bardzo blisko Ronda ONZ oraz Ronda Daszyńskiego.

 

BUDYNEK: nowoczesny budynek z uroczym patio, mieszkanie znajduje się na 7. piętrze. Prężnie działająca Wspólnota Mieszkaniowa. W tym samym budynku znajdują się liczne sklepy, restauracje, kawiarnie, bankomat.


/`Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację.`/Numer oferty w biurze: 202290126Lokalizacja: Mazowieckie, Warszawa, Wola, Żelazna...Oferta opublikowana przez program Trimo";
